student_id,age,gender,academic_level,country,avg_daily_usage_hours,most_used_platform,affects_academic_performance,sleep_hours_per_night,mental_health_score,relationship_status,conflicts_over_social_media,addicted_score,weekly_usage_hours,addiction_level
521,19,Female,Undergraduate,Brazil,6.0,WhatsApp,Yes,6.5,6,Single,3,7,42.0,High
522,21,Male,Graduate,China,4.3,WeChat,No,8.0,7,In Relationship,2,5,30.099999999999998,Medium
523,20,Female,Undergraduate,Netherlands,3.6,Instagram,No,8.4,8,Single,2,4,25.2,Medium
524,22,Male,Graduate,New Zealand,4.5,Facebook,Yes,7.7,7,In Relationship,3,6,31.5,Medium
525,19,Female,Undergraduate,Singapore,5.3,TikTok,Yes,6.8,6,Single,3,7,37.1,High
526,21,Male,Graduate,Malaysia,5.7,WhatsApp,Yes,6.6,6,Single,3,7,39.9,High
527,20,Female,Undergraduate,UAE,6.7,Instagram,Yes,6.3,5,In Relationship,4,8,46.9,High
528,22,Male,Graduate,Poland,4.0,Facebook,No,8.1,7,Single,2,5,28.0,Medium
529,19,Female,Undergraduate,India,7.0,WhatsApp,Yes,5.8,5,In Relationship,4,8,49.0,High
530,21,Male,Graduate,Canada,4.6,Instagram,Yes,7.6,7,Single,3,6,32.199999999999996,Medium
531,20,Female,Undergraduate,Brazil,5.9,TikTok,Yes,6.6,6,Single,3,7,41.300000000000004,High
532,22,Male,Graduate,China,4.2,WeChat,No,8.1,7,In Relationship,2,5,29.400000000000002,Medium
533,19,Female,Undergraduate,Netherlands,3.5,Instagram,No,8.5,8,Single,2,4,24.5,Medium
534,21,Male,Graduate,New Zealand,4.4,Facebook,Yes,7.8,7,In Relationship,3,6,30.800000000000004,Medium
535,20,Female,Undergraduate,Singapore,5.4,TikTok,Yes,6.7,6,Single,3,7,37.800000000000004,High
536,22,Male,Graduate,Malaysia,5.8,WhatsApp,Yes,6.5,6,Single,3,7,40.6,High
537,19,Female,Undergraduate,UAE,6.8,Instagram,Yes,6.2,5,In Relationship,4,8,47.6,High
538,21,Male,Graduate,Poland,3.9,Facebook,No,8.2,7,Single,2,5,27.3,Medium
539,20,Female,Undergraduate,India,7.1,WhatsApp,Yes,5.7,5,In Relationship,4,8,49.699999999999996,High
540,22,Male,Graduate,Canada,4.5,TikTok,Yes,7.7,7,Single,3,6,31.5,Medium
541,19,Female,Undergraduate,Brazil,5.8,WhatsApp,Yes,6.7,6,Single,3,7,40.6,High
542,21,Male,Graduate,China,4.1,WeChat,No,8.2,7,In Relationship,2,5,28.699999999999996,Medium
543,20,Female,Undergraduate,Netherlands,3.4,Instagram,No,8.6,8,Single,2,4,23.8,Medium
544,22,Male,Graduate,New Zealand,4.3,Instagram,Yes,7.9,7,In Relationship,3,6,30.099999999999998,Medium
545,19,Female,Undergraduate,Singapore,5.5,TikTok,Yes,6.6,6,Single,3,7,38.5,High
546,21,Male,Graduate,Malaysia,5.9,WhatsApp,Yes,6.4,6,Single,3,7,41.300000000000004,High
547,20,Female,Undergraduate,UAE,6.9,Instagram,Yes,6.1,5,In Relationship,4,8,48.300000000000004,High
548,22,Male,Graduate,Poland,3.8,Facebook,No,8.3,7,Single,2,5,26.599999999999998,Medium
549,19,Female,Undergraduate,India,7.2,WhatsApp,Yes,5.6,5,In Relationship,4,8,50.4,High
550,21,Male,Graduate,Canada,4.4,Instagram,Yes,7.8,7,Single,3,6,30.800000000000004,Medium
551,20,Female,Undergraduate,Brazil,5.7,TikTok,Yes,6.8,6,Single,3,7,39.9,High
552,22,Male,Graduate,China,4.0,WeChat,No,8.3,7,In Relationship,2,5,28.0,Medium
553,19,Female,Undergraduate,Netherlands,3.3,Instagram,No,8.7,8,Single,2,4,23.099999999999998,Medium
554,21,Male,Graduate,New Zealand,4.2,Facebook,Yes,8.0,7,In Relationship,3,6,29.400000000000002,Medium
555,20,Female,Undergraduate,Singapore,5.6,TikTok,Yes,6.5,6,Single,3,7,39.199999999999996,High
556,22,Male,Graduate,Malaysia,6.0,WhatsApp,Yes,6.3,6,Single,3,7,42.0,High
557,19,Female,Undergraduate,UAE,7.0,Instagram,Yes,6.0,5,In Relationship,4,8,49.0,High
558,21,Male,Graduate,Poland,3.7,Facebook,No,8.4,7,Single,2,5,25.900000000000002,Medium
559,20,Female,Undergraduate,India,7.3,WhatsApp,Yes,5.5,5,In Relationship,4,8,51.1,High
560,22,Male,Graduate,Canada,4.3,TikTok,Yes,7.9,7,Single,3,6,30.099999999999998,Medium
561,19,Female,Undergraduate,Brazil,5.6,WhatsApp,Yes,6.9,6,Single,3,7,39.199999999999996,High
562,21,Male,Graduate,China,3.9,WeChat,No,8.4,7,In Relationship,2,5,27.3,Medium
563,20,Female,Undergraduate,Netherlands,3.2,Instagram,No,8.8,8,Single,2,4,22.400000000000002,Medium
564,22,Male,Graduate,New Zealand,4.1,Instagram,Yes,8.1,7,In Relationship,3,6,28.699999999999996,Medium
565,19,Female,Undergraduate,Singapore,5.7,TikTok,Yes,6.4,6,Single,3,7,39.9,High
566,21,Male,Graduate,Malaysia,6.1,WhatsApp,Yes,6.2,6,Single,3,7,42.699999999999996,High
567,20,Female,Undergraduate,UAE,7.1,Instagram,Yes,5.9,5,In Relationship,4,8,49.699999999999996,High
568,22,Male,Graduate,Poland,3.6,Facebook,No,8.5,7,Single,2,5,25.2,Medium
569,19,Female,Undergraduate,India,7.4,WhatsApp,Yes,5.4,5,In Relationship,4,8,51.800000000000004,High
570,21,Male,Graduate,Canada,4.2,Instagram,Yes,8.0,7,Single,3,6,29.400000000000002,Medium
571,20,Female,Undergraduate,Spain,6.1,Instagram,Yes,7.2,5,Single,4,7,42.699999999999996,High
572,23,Male,Graduate,Denmark,3.8,Twitter,No,7.8,8,In Relationship,2,4,26.599999999999998,Medium
573,19,Female,Undergraduate,Ireland,5.5,TikTok,Yes,6.8,6,Single,4,8,38.5,High
574,22,Male,Graduate,India,7.2,Facebook,Yes,5.9,4,Single,5,9,50.4,High
575,21,Female,Undergraduate,Switzerland,4.2,Instagram,No,7.5,7,In Relationship,2,5,29.400000000000002,Medium
576,24,Male,Graduate,Turkey,6.8,TikTok,Yes,6.2,5,Single,4,8,47.6,High
577,20,Female,Undergraduate,USA,5.9,Instagram,Yes,6.7,6,In Relationship,3,7,41.300000000000004,High
578,22,Male,Graduate,Mexico,6.5,Facebook,Yes,6.1,5,Single,4,8,45.5,High
579,19,Female,Undergraduate,France,4.7,Twitter,No,7.4,7,Single,2,5,32.9,Medium
580,23,Male,Graduate,Canada,5.2,Instagram,Yes,7.0,6,In Relationship,3,6,36.4,Medium
581,21,Female,Undergraduate,UK,6.3,TikTok,Yes,6.4,5,Single,4,8,44.1,High
582,24,Male,Graduate,Italy,4.9,Facebook,No,7.3,7,In Relationship,2,5,34.300000000000004,Medium
583,20,Female,Undergraduate,Russia,6.7,Instagram,Yes,6.0,5,Single,4,8,46.9,High
584,22,Male,Graduate,China,5.8,WeChat,Yes,6.5,6,In Relationship,3,7,40.6,High
585,19,Female,Undergraduate,Japan,4.5,Twitter,No,7.6,8,Single,2,4,31.5,Medium
586,23,Male,Graduate,Poland,6.4,Facebook,Yes,6.3,5,Single,4,8,44.800000000000004,High
587,21,Female,Undergraduate,Finland,4.1,Instagram,No,7.7,7,In Relationship,2,5,28.699999999999996,Medium
588,24,Male,Graduate,Spain,6.6,TikTok,Yes,6.2,5,Single,4,8,46.199999999999996,High
589,20,Female,Undergraduate,Denmark,4.4,Instagram,No,7.4,7,In Relationship,2,5,30.800000000000004,Medium
590,22,Male,Graduate,Ireland,5.7,Twitter,Yes,6.8,6,Single,3,7,39.9,High
591,19,Female,Undergraduate,India,7.0,Instagram,Yes,5.8,4,Single,5,9,49.0,High
592,23,Male,Graduate,Switzerland,4.3,Facebook,No,7.5,7,In Relationship,2,5,30.099999999999998,Medium
593,21,Female,Undergraduate,Turkey,6.9,TikTok,Yes,6.1,5,Single,4,8,48.300000000000004,High
594,24,Male,Graduate,USA,5.6,Instagram,Yes,6.9,6,In Relationship,3,7,39.199999999999996,High
595,20,Female,Undergraduate,Mexico,6.2,Facebook,Yes,6.3,5,Single,4,8,43.4,High
596,21,Male,Undergraduate,France,5.8,Instagram,Yes,6.7,6,Single,3,7,40.6,High
597,23,Female,Graduate,Canada,4.9,TikTok,No,7.3,7,In Relationship,2,5,34.300000000000004,Medium
598,20,Male,Undergraduate,UK,6.4,Facebook,Yes,6.2,5,Single,4,8,44.800000000000004,High
599,22,Female,Graduate,Italy,5.1,Twitter,No,7.1,7,In Relationship,2,5,35.699999999999996,Medium
600,19,Male,Undergraduate,Russia,6.7,Instagram,Yes,6.0,4,Single,4,8,46.9,High
601,24,Female,Graduate,China,5.5,WeChat,Yes,6.8,6,In Relationship,3,7,38.5,High
602,21,Male,Undergraduate,Japan,4.3,Twitter,No,7.6,8,Single,2,4,30.099999999999998,Medium
603,23,Female,Graduate,Poland,6.2,Instagram,Yes,6.4,5,Single,4,8,43.4,High
604,20,Male,Undergraduate,Finland,4.5,Facebook,No,7.4,7,In Relationship,2,5,31.5,Medium
605,22,Female,Graduate,Spain,6.3,TikTok,Yes,6.3,5,Single,4,8,44.1,High
606,19,Male,Undergraduate,Denmark,4.7,Instagram,No,7.2,7,In Relationship,2,5,32.9,Medium
607,24,Female,Graduate,Ireland,5.9,Twitter,Yes,6.6,6,Single,3,7,41.300000000000004,High
608,21,Male,Undergraduate,India,7.1,Facebook,Yes,5.7,4,Single,5,9,49.699999999999996,High
609,23,Female,Graduate,Switzerland,4.4,Instagram,No,7.4,7,In Relationship,2,5,30.800000000000004,Medium
610,20,Male,Undergraduate,Turkey,6.6,TikTok,Yes,6.2,5,Single,4,8,46.199999999999996,High
611,22,Female,Graduate,USA,5.4,Instagram,Yes,6.9,6,In Relationship,3,7,37.800000000000004,High
612,19,Male,Undergraduate,Mexico,6.5,Facebook,Yes,6.1,5,Single,4,8,45.5,High
613,24,Female,Graduate,France,4.8,Twitter,No,7.3,7,In Relationship,2,5,33.6,Medium
614,21,Male,Undergraduate,Canada,5.7,Instagram,Yes,6.7,6,Single,3,7,39.9,High
615,23,Female,Graduate,UK,6.1,TikTok,Yes,6.4,5,Single,4,8,42.699999999999996,High
616,20,Male,Undergraduate,Italy,4.6,Facebook,No,7.2,7,In Relationship,2,5,32.199999999999996,Medium
617,22,Female,Graduate,Russia,6.8,Instagram,Yes,5.9,4,Single,5,9,47.6,High
618,19,Male,Undergraduate,China,5.6,WeChat,Yes,6.8,6,In Relationship,3,7,39.199999999999996,High
619,24,Female,Graduate,Japan,4.2,Twitter,No,7.5,8,Single,2,4,29.400000000000002,Medium
620,21,Male,Undergraduate,Poland,6.3,TikTok,Yes,6.3,5,Single,4,8,44.1,High
621,23,Female,Graduate,Finland,4.4,Instagram,No,7.4,7,In Relationship,2,5,30.800000000000004,Medium
622,20,Male,Undergraduate,Spain,6.5,Facebook,Yes,6.2,5,Single,4,8,45.5,High
623,22,Female,Graduate,Denmark,4.6,Twitter,No,7.3,7,In Relationship,2,5,32.199999999999996,Medium
624,19,Male,Undergraduate,Ireland,5.8,Instagram,Yes,6.6,6,Single,3,7,40.6,High
625,24,Female,Graduate,India,7.0,TikTok,Yes,5.8,4,Single,5,9,49.0,High
626,21,Male,Undergraduate,Switzerland,4.5,Facebook,No,7.3,7,In Relationship,2,5,31.5,Medium
627,23,Female,Graduate,Turkey,6.7,Instagram,Yes,6.1,5,Single,4,8,46.9,High
628,20,Male,Undergraduate,USA,5.5,Twitter,Yes,6.8,6,In Relationship,3,7,38.5,High
629,22,Female,Graduate,Mexico,6.4,Facebook,Yes,6.2,5,Single,4,8,44.800000000000004,High
630,19,Male,Undergraduate,France,4.7,Instagram,No,7.2,7,In Relationship,2,5,32.9,Medium
631,24,Female,Graduate,Canada,5.6,TikTok,Yes,6.7,6,Single,3,7,39.199999999999996,High
632,21,Male,Undergraduate,UK,6.2,Facebook,Yes,6.3,5,Single,4,8,43.4,High
633,23,Female,Graduate,Italy,4.8,Twitter,No,7.1,7,In Relationship,2,5,33.6,Medium
634,20,Male,Undergraduate,Russia,6.9,Instagram,Yes,5.9,4,Single,5,9,48.300000000000004,High
635,22,Female,Graduate,China,5.7,WeChat,Yes,6.7,6,In Relationship,3,7,39.9,High
636,19,Male,Undergraduate,Japan,4.4,Twitter,No,7.4,8,Single,2,4,30.800000000000004,Medium
637,24,Female,Graduate,Poland,6.1,TikTok,Yes,6.4,5,Single,4,8,42.699999999999996,High
638,21,Male,Undergraduate,Finland,4.3,Instagram,No,7.5,7,In Relationship,2,5,30.099999999999998,Medium
639,23,Female,Graduate,Spain,6.4,Facebook,Yes,6.2,5,Single,4,8,44.800000000000004,High
640,20,Male,Undergraduate,Denmark,4.5,Twitter,No,7.3,7,In Relationship,2,5,31.5,Medium
641,22,Female,Graduate,Ireland,5.9,Instagram,Yes,6.5,6,Single,3,7,41.300000000000004,High
642,19,Male,Undergraduate,India,7.2,TikTok,Yes,5.7,4,Single,5,9,50.4,High
643,24,Female,Graduate,Switzerland,4.6,Facebook,No,7.2,7,In Relationship,2,5,32.199999999999996,Medium
644,21,Male,Undergraduate,Turkey,6.8,Instagram,Yes,6.0,5,Single,4,8,47.6,High
645,23,Female,Graduate,USA,5.3,Twitter,Yes,6.8,6,In Relationship,3,7,37.1,High
646,22,Male,Graduate,Mexico,6.3,Facebook,Yes,6.2,5,Single,4,8,44.1,High
647,20,Female,Undergraduate,France,4.8,Instagram,No,7.1,7,In Relationship,2,5,33.6,Medium
648,23,Male,Graduate,Canada,5.7,TikTok,Yes,6.6,6,Single,3,7,39.9,High
649,21,Female,Undergraduate,UK,6.2,Twitter,Yes,6.3,5,Single,4,8,43.4,High
650,24,Male,Graduate,Italy,4.7,Facebook,No,7.2,7,In Relationship,2,5,32.9,Medium
651,19,Female,Undergraduate,Russia,6.8,Instagram,Yes,5.9,4,Single,5,9,47.6,High
652,22,Male,Graduate,China,5.6,WeChat,Yes,6.7,6,In Relationship,3,7,39.199999999999996,High
653,20,Female,Undergraduate,Japan,4.3,Twitter,No,7.5,8,Single,2,4,30.099999999999998,Medium
654,23,Male,Graduate,Poland,6.2,TikTok,Yes,6.3,5,Single,4,8,43.4,High
655,21,Female,Undergraduate,Finland,4.4,Instagram,No,7.4,7,In Relationship,2,5,30.800000000000004,Medium
656,24,Male,Graduate,Spain,6.5,Facebook,Yes,6.1,5,Single,4,8,45.5,High
657,19,Female,Undergraduate,Denmark,4.6,Twitter,No,7.3,7,In Relationship,2,5,32.199999999999996,Medium
658,22,Male,Graduate,Ireland,5.8,Instagram,Yes,6.6,6,Single,3,7,40.6,High
659,20,Female,Undergraduate,India,7.1,TikTok,Yes,5.8,4,Single,5,9,49.699999999999996,High
660,23,Male,Graduate,Switzerland,4.5,Facebook,No,7.3,7,In Relationship,2,5,31.5,Medium
661,21,Female,Undergraduate,Turkey,6.7,Instagram,Yes,6.0,5,Single,4,8,46.9,High
662,24,Male,Graduate,USA,5.4,Twitter,Yes,6.8,6,In Relationship,3,7,37.800000000000004,High
663,19,Female,Undergraduate,Mexico,6.4,TikTok,Yes,6.2,5,Single,4,8,44.800000000000004,High
664,22,Male,Graduate,France,4.7,Facebook,No,7.2,7,In Relationship,2,5,32.9,Medium
665,20,Female,Undergraduate,Canada,5.6,Instagram,Yes,6.7,6,Single,3,7,39.199999999999996,High
666,23,Male,Graduate,UK,6.3,Twitter,Yes,6.2,5,Single,4,8,44.1,High
667,21,Female,Undergraduate,Italy,4.8,TikTok,No,7.1,7,In Relationship,2,5,33.6,Medium
668,24,Male,Graduate,Russia,6.9,Instagram,Yes,5.9,4,Single,5,9,48.300000000000004,High
669,19,Female,Undergraduate,China,5.7,WeChat,Yes,6.7,6,In Relationship,3,7,39.9,High
670,22,Male,Graduate,Japan,4.4,Twitter,No,7.4,8,Single,2,4,30.800000000000004,Medium
671,20,Female,Undergraduate,Poland,6.1,Facebook,Yes,6.4,5,Single,4,8,42.699999999999996,High
672,23,Male,Graduate,Finland,4.3,Instagram,No,7.5,7,In Relationship,2,5,30.099999999999998,Medium
673,21,Female,Undergraduate,Spain,6.4,TikTok,Yes,6.2,5,Single,4,8,44.800000000000004,High
674,24,Male,Graduate,Denmark,4.5,Twitter,No,7.3,7,In Relationship,2,5,31.5,Medium
675,19,Female,Undergraduate,Ireland,5.9,Instagram,Yes,6.5,6,Single,3,7,41.300000000000004,High
676,22,Male,Graduate,India,7.2,Facebook,Yes,5.7,4,Single,5,9,50.4,High
677,20,Female,Undergraduate,Switzerland,4.6,TikTok,No,7.2,7,In Relationship,2,5,32.199999999999996,Medium
678,23,Male,Graduate,Turkey,6.8,Instagram,Yes,6.0,5,Single,4,8,47.6,High
679,21,Female,Undergraduate,USA,5.3,Twitter,Yes,6.8,6,In Relationship,3,7,37.1,High
680,24,Male,Graduate,Mexico,6.2,Facebook,Yes,6.3,5,Single,4,8,43.4,High
681,19,Female,Undergraduate,France,4.7,Instagram,No,7.2,7,In Relationship,2,5,32.9,Medium
682,22,Male,Graduate,Canada,5.8,TikTok,Yes,6.6,6,Single,3,7,40.6,High
683,20,Female,Undergraduate,UK,6.1,Twitter,Yes,6.4,5,Single,4,8,42.699999999999996,High
684,23,Male,Graduate,Italy,4.8,Facebook,No,7.1,7,In Relationship,2,5,33.6,Medium
685,21,Female,Undergraduate,Russia,6.7,Instagram,Yes,6.0,4,Single,5,9,46.9,High
686,24,Male,Graduate,China,5.5,WeChat,Yes,6.8,6,In Relationship,3,7,38.5,High
687,19,Female,Undergraduate,Japan,4.2,Twitter,No,7.5,8,Single,2,4,29.400000000000002,Medium
688,22,Male,Graduate,Poland,6.3,TikTok,Yes,6.2,5,Single,4,8,44.1,High
689,20,Female,Undergraduate,Finland,4.4,Instagram,No,7.4,7,In Relationship,2,5,30.800000000000004,Medium
690,23,Male,Graduate,Spain,6.5,Facebook,Yes,6.1,5,Single,4,8,45.5,High
691,21,Female,Undergraduate,Denmark,4.6,Twitter,No,7.3,7,In Relationship,2,5,32.199999999999996,Medium
692,24,Male,Graduate,Ireland,5.9,Instagram,Yes,6.5,6,Single,3,7,41.300000000000004,High
693,19,Female,Undergraduate,India,7.0,TikTok,Yes,5.8,4,Single,5,9,49.0,High
694,22,Male,Graduate,Switzerland,4.5,Facebook,No,7.3,7,In Relationship,2,5,31.5,Medium
695,20,Female,Undergraduate,Turkey,6.6,Instagram,Yes,6.1,5,Single,4,8,46.199999999999996,High
696,23,Male,Graduate,USA,5.5,Twitter,Yes,6.7,6,In Relationship,3,7,38.5,High
697,21,Female,Undergraduate,Mexico,6.3,TikTok,Yes,6.2,5,Single,4,8,44.1,High
698,24,Male,Graduate,France,4.8,Facebook,No,7.1,7,In Relationship,2,5,33.6,Medium
699,19,Female,Undergraduate,Canada,5.7,Instagram,Yes,6.6,6,Single,3,7,39.9,High
700,22,Male,Graduate,UK,6.2,Twitter,Yes,6.3,5,Single,4,8,43.4,High
701,20,Female,Undergraduate,Italy,4.7,TikTok,No,7.2,7,In Relationship,2,5,32.9,Medium
702,23,Male,Graduate,Russia,6.8,Instagram,Yes,5.9,4,Single,5,9,47.6,High
703,21,Female,Undergraduate,China,5.6,WeChat,Yes,6.7,6,In Relationship,3,7,39.199999999999996,High
704,24,Male,Graduate,Japan,4.3,Twitter,No,7.5,8,Single,2,4,30.099999999999998,Medium
705,19,Female,Undergraduate,Poland,6.2,Facebook,Yes,6.3,5,Single,4,8,43.4,High
